1753 38 124 11 1 712 20 4 941 662 1641 48 4110 1899 800 10 111 3 922 2 20 68 1216 603 6 17 1255 209 60 4 133 5 9665 259 1973 88 5 4110 1899 752 9 8 1 89 99 166 4 89 172 9 3 97 118 125 1 546 182 8 1179 84 1 1381 182 15 4 73 37 929 3 189 3457 662 658 532 101 571 27 3 591 643 1 461 2 101 571 27 4867 767 371 1509 2115 1346 2 4895 2 10 1 163 356 90 26 338 13 653 2 4 98 1 357 1899 2 1 3004 96 1899 18 29 2404 28 26 1 357 1899 7 154 1 117 6 1 130 15 251 108 187 6 85 142 137 158 3 75 1090 178 3570 5 109 3 660 212 277 2 162 4 3220 337 12 20 3 4674 6 901 482 60 8997 24 16 1113 11 36 16 67 474 820 482 245 554 46 14 1 2250 39 16 79 337 16 102 121 16 24 4 307 1 657 153 2 151 161 10 53 177 570 	5
1928 3 874 12 4 3220 5 17 2381 2 4 20 5 129 78 90 517 32 3 223 54 4 20 514 66 84 13 851 6 2 2878 5908 4 102 1 8141 2 20 514 66 84 44 2525 31 2304 11 5 1 34 699 1303 6 81 6 347 4 133 5 20 1 89 369 1 106 183 4 780 8 12 33 8 72 8458 9 362 1006 35 33 20 63 6313 6 2497 326 1 1566 12 212 1 229 5 3736 32 616 32 18 1844 1 235 40 11 830 17 8 47 44 188 962 27 1170 159 643 118 33 8 1 416 212 6 1 25 1 764 4 292 5 1230 82 23 3 700 6 212 5 9 29 1027 6433 29 1045 1 433 235 7 573 14 4785 42 2565 541 17 764 7 3818 1324 8 1913 45 4 104 369 400 13 507 932 49 19 9 918 2 157 1122 1631 60 24 21 656 43 4201 7 2368 14 159 83 112 11 3 2583 764 146 94 7 3520 37 241 876 10 1 179 156 38 12 7 1236 11 1 12 7 4408 33 29 72 6 79 2497 1 113 7 1240 114 2 467 4 23 3 236 7400 12 4 7 1418 11 2 18 4596 326 1 657 183 148 4 7 33 10 44 6 13 2904 1 4623 671 5 635 39 6 85 11 13 7001 49 10 38 14 3285 28 12 4 478 20 5 31 3213 11 1 1348 4 265 12 7 3 358 474 2 11 1 793 12 4 166 20 5 50 14 59 2766 2 107 22 457 5 2909 19 8401 406 4 7 11 59 235 27 1 54 6 13 1412 2 602 400 84 197 215 10 187 1 3403 2 1 874 4 7 11 59 42 608 405 190 2 12 13 224 8 3562 58 5262 4 274 809 5 3 223 3713 14 8087 2 70 2610 437 1 198 1532 1572 48 13 238 2583 11 108 5 3174 187 13 2904 2 4 24 1665 81 	5
592 26 744 1536 78 22 4671 78 1536 1 744 8 41 26 272 52 3 99 74 1630 6 1 30 19 1 100 4 1198 103 6 2511 2 3069 2542 15 43 1 24 22 7762 6 264 180 11 420 1 30 521 26 116 4 957 1 744 8 51 26 	4
4 102 12 2588 502 3 180 8958 27 168 15 4 229 5 3626 124 77 18 29 5 38 1 79 158 4 110 11 33 5 492 56 2030 2 252 169 4 480 2 110 5 449 10 169 4 1033 116 22 144 169 123 1 6 1763 2 311 44 1728 33 52 4 91 205 2 245 299 29 22 11 1 65 6 13 4712 4 110 65 160 33 18 294 38 5 40 50 2 46 130 66 1588 6 1 902 4 7 1238 4 51 443 18 29 28 77 11 656 12 761 16 2588 	4
4 20 865 112 514 17 25 315 2 4 355 130 2348 295 	1
57 1023 172 17 25 248 216 32 4 20 63 3 472 43 10 55 3 445 425 214 34 641 2 34 338 876 4 23 13 106 180 153 43 1 79 609 2139 38 2 39 1 79 101 48 13 225 29 90 666 93 3 609 776 769 1091 557 284 9 7 1 843 184 3 75 76 45 88 40 305 76 95 301 10 3 1511 4 103 1214 6 12 6202 1 770 2333 88 425 2 1051 135 19 139 21 24 39 670 2 21 39 5834 16 81 1043 14 1 1436 70 141 1426 5 135 5 17 25 253 4 123 1 7256 6 1933 101 48 225 4 102 55 17 287 115 68 5 31 28 5328 1665 71 3 119 76 4151 10 3 609 776 770 	2
21 29 749 52 21 252 12 21 104 549 6125 2 2837 5 53 1256 533 1 30 8 26 22 34 15 9 7 3 34 983 19 2081 995 1277 52 1 30 7 1446 9 431 35 1 240 7 3 167 340 33 199 59 2441 2935 5 1 1341 704 6500 28 4 174 5 1 1256 394 17 426 340 92 429 72 6255 28 4 5834 32 1064 81 1969 42 12 33 8 3 248 1256 763 28 17 394 132 3 90 200 640 10 1181 160 1 434 4 20 72 595 14 1256 3258 80 33 24 56 2318 42 33 4 40 796 305 454 3258 8118 1573 13 630 14 72 6255 17 70 257 31 1 188 54 21 108 	2
110 5 8606 1461 1829 188 120 14 13 473 10 178 21 23 40 1260 48 53 5391 158 398 570 4 98 3 383 331 14 4233 383 2496 2 2997 4421 792 13 473 98 7948 318 11 3 4278 1414 1 7948 318 11 4278 1414 116 22 483 5 2750 38 5 38 9 375 35 691 14 275 2 262 1274 331 7 242 90 26 13 473 2 4 378 9 95 117 1 68 183 21 103 18 104 20 404 117 8 1 473 2 4 29 22 743 2726 14 1 428 6 30 13 473 8 1083 284 32 356 6 1 5876 10 1 99 18 220 327 428 1308 608 1 410 1123 1 30 8 90 26 	3
34 2119 27 17 751 138 1626 799 7 230 2587 136 7 1808 2 58 7 1650 290 31 65 3445 8662 	5
17 8 3 288 281 751 51 4 23 753 2656 60 400 84 281 735 35 163 7549 4015 250 504 66 685 6 39 1043 14 1 1400 19 169 3021 6 6636 36 9 74 6250 45 880 45 36 37 438 2 3198 59 2977 410 35 37 257 22 409 281 13 23 3 1282 1315 2 1025 233 5 9 2 10 1263 1508 279 151 18 436 9 1 3341 281 7 22 41 210 1 7078 797 526 7 816 2 291 1501 22 5 957 1 477 797 136 12 2630 17 25 9229 248 216 19 491 196 1996 125 16 101 395 22 46 53 12 95 1043 1 7213 10 3 197 9 4213 11 61 1652 	2
230 230 7 354 1 5164 203 100 1 131 7 42 6 17 712 2 1 770 7 41 2315 3 4 57 154 234 17 25 5 321 161 5 498 	5
4 946 492 286 2 79 7397 716 48 7175 18 20 3 236 246 5 561 48 729 2091 2 1293 67 495 198 372 30 15 19 247 223 554 27 3 5723 1378 1666 286 2451 1 2740 123 22 5 957 16 104 152 197 1666 286 741 2 31 55 186 3 8 83 63 6874 111 367 79 299 27 1 207 251 35 5 50 2393 2 18 20 890 6 75 204 12 104 109 204 3 75 66 7446 10 399 5723 8889 45 7397 	4
230 25 113 8 41 8931 	4
406 23 3 784 5 619 3 557 43 40 690 5 1118 11 3791 2 20 63 433 10 769 1091 41 525 319 2 1 915 24 34 9 359 22 981 186 16 408 1 1940 20 34 30 4 70 31 393 43 3 181 	5
4 151 129 219 358 204 55 17 4463 1 597 8 354 1 79 618 24 162 4323 2 1398 22 5 957 12 321 33 74 3287 2 18 964 47 575 32 575 2136 5 31 1665 50 5 17 4463 528 772 60 4 622 	5
4 476 73 17 25 83 23 13 733 43 582 11 1 188 198 237 2 18 20 63 457 5 2890 280 1785 49 5 5199 47 322 8 268 555 2 34 11 1 1589 2 769 54 13 195 131 8 1 4292 555 231 3075 14 26 30 44 6 13 195 337 11 192 218 1 437 5 629 	5
74 170 281 4 57 129 12 18 20 1 89 281 11 617 16 20 5 97 9 5 147 124 170 9 8 1 58 8 34 2 4 212 35 4 40 2468 176 3606 1 339 281 153 8 41 659 2 278 25 5 898 42 14 224 45 144 3 589 8 68 44 183 4 67 35 601 9 502 5 336 28 109 149 5 46 33 551 156 787 1075 36 16 133 5 31 574 125 295 	5
6313 508 52 17 2774 7 49 2 393 2 4 941 11 546 4 57 50 5 17 434 891 32 21 453 9 118 130 45 316 168 148 9 7 122 19 462 4 110 14 3 259 1 2774 74 2328 71 2348 139 37 90 200 4 103 18 2331 3700 2936 12 74 5 1562 1 30 2936 4 23 13 1577 228 681 9 7 268 26 2 944 742 4 375 10 159 5 492 15 311 14 262 1 204 4 378 163 29 236 205 299 2 200 2007 193 4 481 3 126 9068 6 2750 15 22 804 13 1930 399 9 391 5 31 12 17 2774 57 20 2420 4732 2 8383 3 1246 2914 104 2345 209 141 13 1930 17 445 732 15 353 586 204 104 22 31 713 43 17 445 28 78 435 14 1 2774 1822 319 1236 7 313 36 16 104 22 155 276 434 319 33 199 219 341 283 2936 11 13 996 15 33 7 581 6 30 2936 2 1 7204 4020 29 69 336 2 2373 572 1 2098 7 41 1099 4 678 18 70 5368 66 2098 11 1 1348 382 150 18 2331 37 44 6 1 288 458 434 7422 11 1 1319 1123 33 350 95 5 1080 156 10 771 16 20 1225 4247 45 133 1598 3628 	3
82 33 2 344 82 3922 8 141 13 195 25 5 724 3 206 629 188 579 120 4 2437 3 332 6 224 12 21 5649 5 50 282 42 1 4510 120 669 11 629 192 150 18 23 187 690 295 11 1283 237 28 93 184 1974 71 1 3742 2338 179 21 303 5 667 65 5 53 195 238 6709 68 1076 7 59 2238 235 64 502 3 1047 10 184 11 3 1190 238 934 2 10 1 3985 3906 53 79 482 4551 2 918 93 39 1043 59 1702 1801 291 3 2892 141 3 90 26 1702 1801 11 17 830 	4
251 20 5 129 12 1804 1 11 1 3111 3936 1988 6269 1959 6269 8 13 195 80 6 37 269 64 2696 9 3 212 84 1 79 130 549 5 12 1 2288 3307 2 6269 8 44 6 247 250 4 104 703 59 657 612 559 776 27 32 223 32 390 317 6128 6 2216 24 354 2 24 66 1183 5 639 1485 84 5 955 692 2049 2216 36 16 46 85 14 774 528 155 12 1 774 24 3 75 4166 596 10 1 285 28 4 234 56 79 1926 1 289 8 354 382 11 1 11 39 17 8 44 6 13 2019 1097 	5
1647 4 73 352 2 459 248 6 13 376 5 1289 21 39 307 9 145 211 30 34 768 512 2 1027 6 235 10 1 352 5 740 14 39 6 247 853 541 1 1742 870 7 438 125 2 1 1729 19 9 7 170 1 587 226 392 31 1 89 4 20 166 23 1 368 1952 7 26 15 3 75 76 1046 10 13 233 13 473 174 12 1 1186 96 202 94 516 7 1 89 96 202 166 157 341 451 7 170 13 956 23 1 540 1050 593 2 1428 897 64 23 368 351 1618 3164 2 6 347 1050 593 12 7 41 227 15 34 1 68 8928 29 1 210 511 22 180 15 4 20 23 95 117 33 7 68 44 5550 2 203 179 2 12 7 1271 19 1 79 191 6 1 872 280 179 6 2770 2 1 6984 3966 62 7 69 256 296 1 7390 1199 24 1 211 145 30 2 6 347 581 6 235 10 352 5 740 2 1881 	4
4 7 221 10 3 25 186 4 104 46 138 2206 2 59 817 731 12 7 615 205 1608 33 8 59 5931 3897 58 2 2310 722 1208 6 238 298 271 19 3734 2411 4 2738 110 11 10 130 138 2206 15 556 49 308 527 138 2206 150 39 2206 29 1 1072 637 48 52 4 847 1 539 3257 4 107 308 3 3117 19 1 2206 64 8 3 26 183 1104 1 693 6 1 222 55 2425 215 5 46 1 527 138 2206 4219 11 1041 5 59 817 731 4 1002 14 4444 2 92 1637 239 388 58 48 13 2206 5 3861 1 89 2206 	4
73 73 73 17 764 366 13 4 867 3 181 6 54 27 17 764 2 11 1 2158 187 874 2 874 29 354 41 2624 2 525 5 790 5 4 1549 85 32 18 116 169 5 3174 187 418 2 13 984 29 81 927 369 6 4 20 150 514 874 10 3 407 1412 6136 8 41 210 	5
111 458 1839 2 72 698 4 395 31 9314 4 452 326 1 537 2912 6 5100 9 8 82 301 5 1362 381 261 1697 50 11 2 1074 212 9799 1684 2 2261 55 305 13 205 2111 14 39 7067 5895 32 616 32 4 2108 1 9864 45 159 344 33 284 4 220 411 16 62 155 56 75 48 4895 5 1331 7855 1614 1036 82 3 395 150 1761 22 149 279 910 427 308 4468 284 829 14 1828 537 6973 82 306 221 2 272 5128 159 4 229 1684 125 2 886 55 186 45 60 4 392 46 10 3 1410 10 38 177 	4
17 25 8 34 1 131 8 28 440 1003 1840 628 2 26 143 333 9 44 6 13 50 5 250 10 832 1 535 24 354 14 3 2336 578 6 227 923 5 561 48 1 1150 1958 1014 2 201 5 471 1055 201 2 13 195 210 984 5796 210 1195 6 1 99 8 280 2 1218 2111 14 450 6 1924 5121 2 33 8 3 352 740 179 2 1081 5 619 850 2 353 408 293 11 1 322 45 144 9 5 50 	4
36 16 3916 811 1262 1225 285 131 118 7419 220 31 27 1 288 6 61 533 17 8 3 2471 131 182 11 1 396 2 13 328 74 63 122 10 237 7419 1111 3 34 100 203 533 2 231 18 474 59 239 140 258 3 280 203 136 2 952 131 10 8709 60 3 3254 67 1047 17 25 49 37 218 9 	5
7175 4 73 16 60 2 121 116 16 3197 80 16 24 353 3 5568 16 1059 16 20 39 204 10 1 2639 87 10 13 2639 7652 13 2639 169 15 52 4 1252 111 835 19 3 958 878 5197 28 3133 362 46 590 111 19 1 590 11 1 715 19 208 401 2099 61 2 6079 1254 2691 38 42 2 4 208 7175 4030 760 3130 22 253 22 582 92 2553 1043 13 460 161 116 92 40 309 38 1043 13 460 135 43 1246 1254 290 610 16 60 13 460 8 1928 14 60 16 67 147 682 611 43 95 4 27 386 2 2459 4 7 11 59 1737 2243 696 172 38 13 947 10 4384 80 4 174 72 13 259 174 761 16 32 21 311 2 92 242 7340 7014 72 761 16 65 180 180 180 15 4 73 1 4384 2 1 114 1015 11 1 1990 2 1045 179 28 37 1697 1325 3 171 10 12 	2
406 3 25 11 1079 12 362 97 76 335 403 1112 124 5 696 14 3857 553 370 2 1360 52 98 1 1401 213 48 47 140 100 1523 5648 721 2192 213 14 2461 2 645 1318 4 1261 57 20 378 1 2461 1571 608 1 45 2849 14 1 4558 798 9 7 76 3192 19 1 288 1175 15 9 8 1 1401 213 2 36 209 124 92 1696 9 118 209 1 119 9 220 31 325 348 2 1 645 1318 24 230 1 58 7 2499 2 114 1 30 128 42 979 379 2 57 20 63 77 36 16 104 916 1 7 40 76 70 154 135 65 2 97 79 100 482 2 4 489 234 	4
37 35 3 988 2603 7847 1132 8536 11 3 4303 77 713 883 1765 5 2825 2991 584 1 434 10 3 559 120 1815 6574 786 4 102 124 5 531 2 4 443 35 4 7 19 59 6301 6 1 55 5 86 3 692 5 692 5275 8 323 262 258 19 1 293 1267 7 961 621 28 4 470 209 39 12 1420 1350 15 26 1612 308 264 111 2678 13 5307 393 149 16 503 19 3 1627 33 24 276 214 2 708 11 1 42 61 5197 2 5 1 1877 2 528 31 39 2530 5 2 48 1 	3
17 25 8 28 336 9 8 163 154 22 3 1719 1255 413 9 3723 65 11 1 636 1 30 2 249 24 26 15 163 6 39 4 35 12 4 62 452 13 507 43 5 46 249 2 1 4037 19 1 612 4 469 12 33 29 66 250 12 1878 2904 293 1 319 62 31 3 2690 2 1 680 2 2141 49 6 30 62 31 6870 15 253 16 46 3170 17 8 3 26 25 5 254 	4
5585 5585 192 2865 1694 192 63 3 236 361 6 2865 10 237 2 23 782 52 4 603 12 18 29 2223 1 192 182 2 1071 40 160 1 434 608 47 5094 800 410 4967 15 93 44 254 78 1561 4967 74 1 267 195 334 12 2865 23 826 813 540 1568 820 213 145 1762 821 226 1098 541 2 18 20 3 236 217 533 32 81 58 8 577 2 210 720 121 7 53 385 188 120 720 69 10 122 831 2 1531 2 3955 7164 10 53 175 858 4967 466 116 3 824 509 934 17 138 99 37 91 3 34 768 512 179 3 236 115 59 230 217 6251 2 1585 1503 312 32 8600 16 141 133 1 238 410 2865 1 182 11 271 4272 3069 8 141 315 15 4 489 234 1146 42 4967 5 731 9 49 40 3 5 192 4967 2 2155 10 38 106 5 300 	4
303 5 50 10 1391 171 10 3 486 178 17 54 4 252 1 30 2 58 5 31 3562 5 53 188 7258 360 2 4 807 1 1243 1329 2557 1577 2 4 147 279 9 8 47 1829 285 9 7 28 26 12 4 70 22 31 1907 177 54 21 69 23 1 797 3019 17 8 765 458 10 3 189 343 15 9 7 824 21 23 1 330 201 368 5 859 9 7 3 5091 446 3 368 1414 1312 1462 2092 14 1249 6449 2 3 368 1249 1061 329 1046 4001 39 26 270 7 239 48 496 5 859 17 54 4 107 3816 21 70 498 40 284 22 27 140 	4
406 295 48 13 1064 202 45 563 275 792 2 98 1 289 9 7 26 	4
21 23 178 43 366 53 1397 9 7 13 106 54 27 2 4 7 154 517 14 1 269 6 47 30 2 388 58 4 23 1 2013 3163 14 593 5023 1145 64 7 170 21 807 1 563 1607 10 520 64 7 194 34 518 1 2487 29 51 145 78 886 6 654 13 919 5 1 9886 182 111 612 17 445 151 161 	4
17 25 8 61 1042 1303 11 1 775 726 1125 91 26 873 726 2 769 538 10 425 1820 1 2876 8 154 1570 15 66 273 9711 3001 	3
134 30 170 2175 2 358 1098 164 285 4 20 614 43 74 63 262 620 6 230 106 5 496 18 20 286 3904 2314 7473 16 62 147 1 7473 19 1 115 52 16 452 11 708 24 22 1402 926 1 9912 8 82 2314 28 2739 19 1 54 6 445 16 70 46 227 204 1 4179 8 278 2 486 28 16 62 51 233 1 1167 15 141 46 1 2079 1 267 8 811 14 1 1279 1 127 7 145 2 1 1343 628 6 302 4179 156 9 7 278 32 296 32 717 50 1 545 24 543 1347 2 685 1 642 8 543 438 2 4639 14 887 16 561 19 1 100 4 73 1 6 56 2 1 8654 6 626 406 827 74 82 63 26 97 1 1706 45 137 273 6 1242 2 16 953 349 31 435 	5
93 3 223 398 6 184 9215 11 3 2757 235 4 51 51 480 5 31 293 7220 1821 1052 5 327 38 65 11 13 1122 162 314 8 41 1359 2 62 46 51 756 19 1200 4 260 5 306 3 75 167 6 9459 28 4 522 32 1 1220 7 9451 26 518 33 29 68 3 126 626 156 19 17 3154 197 1532 1790 8 59 3200 14 219 3708 2 9552 5 427 9 730 35 3 15 117 80 16 686 11 3 1089 8922 177 5 56 7438 9114 487 1 2887 8 573 8297 28 16 62 703 66 54 1653 1 537 1856 607 6329 19 186 16 24 247 12 133 5 144 47 54 2 1767 3 75 33 24 189 2135 600 1 3200 12 4034 1275 3790 32 81 32 130 711 1680 14 8396 5 414 16 1 2470 6 1 3385 16 62 147 11 1 1641 46 49 50 293 16 70 73 9 32 95 32 4 86 	5
21 40 232 17 42 17 776 1927 140 27 856 2252 177 402 37 3 5370 973 381 186 16 449 71 1 4652 253 855 903 61 3894 1 1822 1131 1 1042 1161 2 368 15 69 400 955 1822 35 1702 1599 2 330 1547 29 69 668 18 474 3 233 6 137 6 1 1054 2 16 62 863 1537 1258 6 8553 11 61 3433 18 69 474 3 572 6 1042 973 381 727 10 61 23 3 1018 6 1 1702 1599 2 1825 8553 14 3 332 6 727 1 973 683 7 2022 1024 2 81 1253 31 3009 71 43 11 1 1348 	5
28 4 107 59 2926 3305 43 27 17 679 10 3 126 2150 21 73 47 5648 132 639 1250 18 20 3 26 246 6 357 1945 2400 2 1151 990 2 36 78 1656 1496 47 193 151 31 920 69 47 2557 8 51 26 2 425 2 47 1644 197 9363 24 90 961 28 43 8 186 1 2611 430 11 1 200 360 2 4 292 5 50 2458 10 243 251 272 108 650 7656 204 35 977 1109 380 67 46 95 84 255 11 3 639 966 81 1 188 54 21 116 17 4 252 13 255 644 161 10 9 5 31 1 1315 777 2 5281 4 23 1067 255 15 4 23 746 6 9 12 29 777 2 5281 72 8609 2015 4 265 9 7 3 6523 6 1 1060 15 4 6330 6887 9 2 12 1422 7 777 2 5281 4 918 2076 295 13 285 2 112 20 4 150 98 255 48 47 461 184 174 83 69 1198 66 11 1656 1116 43 22 5 980 35 3 3361 15 16 2183 78 22 1656 13 177 596 6 289 43 78 287 14 47 2400 2 47 1644 2 1250 2 353 15 36 9 430 5 255 78 42 1 95 904 3821 1121 679 1 409 1121 679 	2
21 2193 858 17 75 25 11 3 3799 799 558 71 4406 15 9 556 49 184 3 41 162 4406 397 9 8 811 12 1 439 70 22 31 1 6640 6 1544 4112 2178 616 15 17 8 3 241 8486 266 6 25 33 8 69 72 501 11 393 43 36 16 24 3410 10 54 80 9 8 22 379 30 71 137 4163 6 1 5672 163 2513 1 30 8 26 51 26 1 1299 395 20 1233 150 79 1998 1004 80 33 7 72 19 1 100 169 8 11 1512 4 23 1 2486 343 2 13 2517 23 1 993 4597 2 275 187 741 128 14 3 358 4190 331 12 4 20 23 27 165 168 15 17 44 7 28 95 117 1 2486 343 128 14 2486 6 347 3 5450 136 856 12 375 757 2 56 6 1 960 83 166 23 9 7 3 236 578 6 30 15 9 7 28 26 12 4 7 4409 5 108 59 454 191 6 960 5 50 14 1 1473 1 993 7 1033 41 211 69 78 22 95 6 3 993 361 28 4 105 97 9 1 4062 275 7 41 211 173 41 1985 14 165 227 500 15 1214 6 85 29 2071 27 6805 10 1 2486 2 4459 10 1 993 343 1 193 24 66 84 583 382 52 16 1204 12 263 842 62 889 419 49 184 130 741 4 1133 12 4 107 5067 5 30 2 1814 1184 3 2486 12 4 3437 15 17 7 154 44 6 1 117 6476 6 1 1308 11 1 2277 192 179 4 70 154 31 65 2 284 177 54 290 97 1 96 	4
4 3704 5 192 432 10 225 48 1 551 3768 5 1 559 2 1 106 183 251 86 1170 1 892 7 5 588 1 1784 1095 140 908 2578 83 112 98 48 1 100 45 23 47 178 58 15 47 140 908 7 230 41 979 586 729 59 971 451 9 320 22 3489 31 1 163 659 421 30 32 4 103 18 7294 1 949 3 167 15 1 500 29 239 2 1 572 7 26 307 47 1704 285 151 2281 1 410 2 47 675 96 14 1 1024 143 2 6 347 1 1064 744 143 78 166 65 11 192 142 1 1784 1095 70 31 44 6 1 106 250 4 50 	5
34 39 1913 246 36 16 24 221 10 56 866 45 820 12 8 335 5 155 97 43 18 70 257 20 9 4 69 73 12 18 20 1360 912 5980 440 1 801 432 20 217 6229 2 122 19 282 47 1244 10 6 2031 	4
78 4319 12 4 536 311 3 300 10 17 25 403 83 614 43 10 3 26 148 2 83 112 63 435 14 1 30 81 33 7 17 44 54 15 9 7 80 9 7 1561 42 78 490 14 12 9 2570 38 9 7 51 1359 12 120 7877 193 24 26 1 2584 24 26 2 37 40 301 5 408 11 1 148 837 1 4895 2253 164 259 83 459 43 74 23 3 26 54 14 59 1731 26 185 78 3 2361 10 1 14 127 2 3 191 6 3076 102 60 274 27 1 594 300 1939 4 51 103 209 1 163 1933 356 6 17 25 51 50 152 306 	5
